city,variable,lead_days,model,weight
Shillong,temperature,3,gem,0.262458
Shillong,temperature,3,gfs,0.202979
Shillong,temperature,3,icon,0.189527
Shillong,wind_speed,1,ecmwf,0.261692
Shillong,wind_speed,1,gem,0.229924
Shillong,wind_speed,1,gfs,0.218787
Shillong,wind_speed,1,icon,0.289597
Shillong,wind_speed,2,ecmwf,0.243574
Shillong,wind_speed,2,gem,0.237528
Shillong,wind_speed,2,gfs,0.225822
Shillong,wind_speed,2,icon,0.293075
Shillong,wind_speed,3,ecmwf,0.252129
Shillong,wind_speed,3,gem,0.231698
Shillong,wind_speed,3,gfs,0.221548
Shillong,wind_speed,3,icon,0.294625
Shimla,rainfall,1,ecmwf,0.426271
Shimla,rainfall,1,gem,0.137072
Shimla,rainfall,1,gfs,0.202432
Shimla,rainfall,1,icon,0.234225
Shimla,rainfall,2,ecmwf,0.290202
Shimla,rainfall,2,gem,0.215281
Shimla,rainfall,2,gfs,0.165306
Shimla,rainfall,2,icon,0.329211
Shimla,rainfall,3,ecmwf,0.253039
Shimla,rainfall,3,gem,0.196155
Shimla,rainfall,3,gfs,0.226015
Shimla,rainfall,3,icon,0.324791
Shimla,temperature,1,ecmwf,0.237798
Shimla,temperature,1,gem,0.23357
Shimla,temperature,1,gfs,0.270026
Shimla,temperature,1,icon,0.258606
Shimla,temperature,2,ecmwf,0.230699
Shimla,temperature,2,gem,0.24241
Shimla,temperature,2,gfs,0.255262
Shimla,temperature,2,icon,0.271629
Shimla,temperature,3,ecmwf,0.233885
Shimla,temperature,3,gem,0.249265
Shimla,temperature,3,gfs,0.239803
Shimla,temperature,3,icon,0.277047
Shimla,wind_speed,1,ecmwf,0.269185
Shimla,wind_speed,1,gem,0.195873
Shimla,wind_speed,1,gfs,0.227071
Shimla,wind_speed,1,icon,0.307871
Shimla,wind_speed,2,ecmwf,0.254291
Shimla,wind_speed,2,gem,0.204293
Shimla,wind_speed,2,gfs,0.232663
Shimla,wind_speed,2,icon,0.308754
Shimla,wind_speed,3,ecmwf,0.252548
Shimla,wind_speed,3,gem,0.208703
Shimla,wind_speed,3,gfs,0.241228
Shimla,wind_speed,3,icon,0.29752
Srinagar,rainfall,1,ecmwf,0.353176
Srinagar,rainfall,1,gem,0.198632
Srinagar,rainfall,1,gfs,0.204414
Srinagar,rainfall,1,icon,0.243778
Srinagar,rainfall,2,ecmwf,0.337006
Srinagar,rainfall,2,gem,0.249939
Srinagar,rainfall,2,gfs,0.218119
Srinagar,rainfall,2,icon,0.194936
Srinagar,rainfall,3,ecmwf,0.284487
Srinagar,rainfall,3,gem,0.28143
Srinagar,rainfall,3,gfs,0.227185
Srinagar,rainfall,3,icon,0.206897
Srinagar,temperature,1,ecmwf,0.321532
Srinagar,temperature,1,gem,0.185399
Srinagar,temperature,1,gfs,0.180348
Srinagar,temperature,1,icon,0.312721
Srinagar,temperature,2,ecmwf,0.304884
Srinagar,temperature,2,gem,0.181492
Srinagar,temperature,2,gfs,0.180958
Srinagar,temperature,2,icon,0.332667
Srinagar,temperature,3,ecmwf,0.292941
Srinagar,temperature,3,gem,0.185987
Srinagar,temperature,3,gfs,0.204318
Srinagar,temperature,3,icon,0.316754
Srinagar,wind_speed,1,ecmwf,0.285644
Srinagar,wind_speed,1,gem,0.261355
Srinagar,wind_speed,1,gfs,0.17498
Srinagar,wind_speed,1,icon,0.278021
Srinagar,wind_speed,2,ecmwf,0.28829
Srinagar,wind_speed,2,gem,0.269441
Srinagar,wind_speed,2,gfs,0.178183
Srinagar,wind_speed,2,icon,0.264086
Srinagar,wind_speed,3,ecmwf,0.285788
Srinagar,wind_speed,3,gem,0.274128
Srinagar,wind_speed,3,gfs,0.178241
Srinagar,wind_speed,3,icon,0.261843
Surat,rainfall,1,ecmwf,0.248403
Surat,rainfall,1,gem,0.228627
Surat,rainfall,1,gfs,0.262953
Surat,rainfall,1,icon,0.260017
Surat,rainfall,2,ecmwf,0.302167
Surat,rainfall,2,gem,0.269714
Surat,rainfall,2,gfs,0.246767
Surat,rainfall,2,icon,0.181351
Surat,rainfall,3,ecmwf,0.24757
Surat,rainfall,3,gem,0.224707
Surat,rainfall,3,gfs,0.269671
Surat,rainfall,3,icon,0.258052
Surat,temperature,1,ecmwf,0.299903
Surat,temperature,1,gem,0.21961
Surat,temperature,1,gfs,0.238105
Surat,temperature,1,icon,0.242382
Surat,temperature,2,ecmwf,0.286658
Surat,temperature,2,gem,0.223939
Surat,temperature,2,gfs,0.238907
Surat,temperature,2,icon,0.250496
Surat,temperature,3,ecmwf,0.271253
Surat,temperature,3,gem,0.236931
Surat,temperature,3,gfs,0.255895
Surat,temperature,3,icon,0.235921
Surat,wind_speed,1,ecmwf,0.29957
Surat,wind_speed,1,gem,0.15067
Surat,wind_speed,1,gfs,0.130483
Surat,wind_speed,1,icon,0.419277
Surat,wind_speed,2,ecmwf,0.256163
Surat,wind_speed,2,gem,0.162834
Surat,wind_speed,2,gfs,0.136828
Surat,wind_speed,2,icon,0.444176
Surat,wind_speed,3,ecmwf,0.234739
Surat,wind_speed,3,gem,0.177076
Surat,wind_speed,3,gfs,0.144203
Surat,wind_speed,3,icon,0.443981
Thane,rainfall,1,ecmwf,0.311063
Thane,rainfall,1,gem,0.162224
Thane,rainfall,1,gfs,0.265276
Thane,rainfall,1,icon,0.261437
Thane,rainfall,2,ecmwf,0.270928
Thane,rainfall,2,gem,0.214182
Thane,rainfall,2,gfs,0.254108
Thane,rainfall,2,icon,0.260782
Thane,rainfall,3,ecmwf,0.255325
Thane,rainfall,3,gem,0.238113
Thane,rainfall,3,gfs,0.244598
Thane,rainfall,3,icon,0.261965
Thane,temperature,1,ecmwf,0.363824
Thane,temperature,1,gem,0.256754
Thane,temperature,1,gfs,0.142687
Thane,temperature,1,icon,0.236736
Thane,temperature,2,ecmwf,0.333188
Thane,temperature,2,gem,0.279103
Thane,temperature,2,gfs,0.152052
Thane,temperature,2,icon,0.235657
Thane,temperature,3,ecmwf,0.314855
Thane,temperature,3,gem,0.287704
Thane,temperature,3,gfs,0.163995
Thane,temperature,3,icon,0.233446
Thane,wind_speed,1,ecmwf,0.375657
Thane,wind_speed,1,gem,0.245461
Thane,wind_speed,1,gfs,0.099903
Thane,wind_speed,1,icon,0.278978
Thane,wind_speed,2,ecmwf,0.340788
Thane,wind_speed,2,gem,0.258024
Thane,wind_speed,2,gfs,0.105749
Thane,wind_speed,2,icon,0.295439
Thane,wind_speed,3,ecmwf,0.292242
Thane,wind_speed,3,gem,0.28348
Thane,wind_speed,3,gfs,0.115465
Thane,wind_speed,3,icon,0.308812
Thiruvananthapuram,rainfall,1,ecmwf,0.262211
Thiruvananthapuram,rainfall,1,gem,0.234782
Thiruvananthapuram,rainfall,1,gfs,0.234079
Thiruvananthapuram,rainfall,1,icon,0.268928
Thiruvananthapuram,rainfall,2,ecmwf,0.261379
Thiruvananthapuram,rainfall,2,gem,0.22839
Thiruvananthapuram,rainfall,2,gfs,0.24562
Thiruvananthapuram,rainfall,2,icon,0.264611
Thiruvananthapuram,rainfall,3,ecmwf,0.268393
Thiruvananthapuram,rainfall,3,gem,0.232832
Thiruvananthapuram,rainfall,3,gfs,0.238793
Thiruvananthapuram,rainfall,3,icon,0.259982
Thiruvananthapuram,temperature,1,ecmwf,0.314479
Thiruvananthapuram,temperature,1,gem,0.227512
Thiruvananthapuram,temperature,1,gfs,0.178467
Thiruvananthapuram,temperature,1,icon,0.279541
Thiruvananthapuram,temperature,2,ecmwf,0.30654
Thiruvananthapuram,temperature,2,gem,0.221664
Thiruvananthapuram,temperature,2,gfs,0.179488
Thiruvananthapuram,temperature,2,icon,0.292308
Thiruvananthapuram,temperature,3,ecmwf,0.308714
Thiruvananthapuram,temperature,3,gem,0.233039
Thiruvananthapuram,temperature,3,gfs,0.178049
Thiruvananthapuram,temperature,3,icon,0.280198
Thiruvananthapuram,wind_speed,1,ecmwf,0.289465
Thiruvananthapuram,wind_speed,1,gem,0.22604
Thiruvananthapuram,wind_speed,1,gfs,0.254431
Thiruvananthapuram,wind_speed,1,icon,0.230064
Thiruvananthapuram,wind_speed,2,ecmwf,0.258874
Thiruvananthapuram,wind_speed,2,gem,0.255503
Thiruvananthapuram,wind_speed,2,gfs,0.258808
Thiruvananthapuram,wind_speed,2,icon,0.226815
Thiruvananthapuram,wind_speed,3,ecmwf,0.259358
Thiruvananthapuram,wind_speed,3,gem,0.249786
Thiruvananthapuram,wind_speed,3,gfs,0.249625
Thiruvananthapuram,wind_speed,3,icon,0.241231
Vadodara,rainfall,1,ecmwf,0.373822
Vadodara,rainfall,1,gem,0.231271
Vadodara,rainfall,1,gfs,0.212571
Vadodara,rainfall,1,icon,0.182336
Vadodara,rainfall,2,ecmwf,0.225975
Vadodara,rainfall,2,gem,0.236418
Vadodara,rainfall,2,gfs,0.321009
Vadodara,rainfall,2,icon,0.216599
Vadodara,rainfall,3,ecmwf,0.177556
Vadodara,rainfall,3,gem,0.240948
Vadodara,rainfall,3,gfs,0.450597
Vadodara,rainfall,3,icon,0.130899
Vadodara,temperature,1,ecmwf,0.33279
Vadodara,temperature,1,gem,0.193278
Vadodara,temperature,1,gfs,0.157603
Vadodara,temperature,1,icon,0.316329
Vadodara,temperature,2,ecmwf,0.323691
Vadodara,temperature,2,gem,0.197397
Vadodara,temperature,2,gfs,0.183731
Vadodara,temperature,2,icon,0.295181
Vadodara,temperature,3,ecmwf,0.302017
Vadodara,temperature,3,gem,0.197711
Vadodara,temperature,3,gfs,0.197826
Vadodara,temperature,3,icon,0.302446
Vadodara,wind_speed,1,ecmwf,0.307262
Vadodara,wind_speed,1,gem,0.206414
Vadodara,wind_speed,1,gfs,0.128522
Vadodara,wind_speed,1,icon,0.357802
Vadodara,wind_speed,2,ecmwf,0.282418
Vadodara,wind_speed,2,gem,0.218926
Vadodara,wind_speed,2,gfs,0.140523
Vadodara,wind_speed,2,icon,0.358134
Vadodara,wind_speed,3,ecmwf,0.267697
Vadodara,wind_speed,3,gem,0.212905
Vadodara,wind_speed,3,gfs,0.142576
Vadodara,wind_speed,3,icon,0.376823
Varanasi,rainfall,1,ecmwf,0.272619
Varanasi,rainfall,1,gem,0.249995
Varanasi,rainfall,1,gfs,0.203831
Varanasi,rainfall,1,icon,0.273555
Varanasi,rainfall,2,ecmwf,0.311872
Varanasi,rainfall,2,gem,0.255981
Varanasi,rainfall,2,gfs,0.146393
Varanasi,rainfall,2,icon,0.285754
Varanasi,rainfall,3,ecmwf,0.311171
Varanasi,rainfall,3,gem,0.2132
Varanasi,rainfall,3,gfs,0.209822
Varanasi,rainfall,3,icon,0.265806
Varanasi,temperature,1,ecmwf,0.296289
Varanasi,temperature,1,gem,0.196099
Varanasi,temperature,1,gfs,0.169576
Varanasi,temperature,1,icon,0.338037
Varanasi,temperature,2,ecmwf,0.268299
Varanasi,temperature,2,gem,0.209543
Varanasi,temperature,2,gfs,0.206148
Varanasi,temperature,2,icon,0.31601
Varanasi,temperature,3,ecmwf,0.277875
Varanasi,temperature,3,gem,0.203951
Varanasi,temperature,3,gfs,0.222666
Varanasi,temperature,3,icon,0.295508
Varanasi,wind_speed,1,ecmwf,0.30531
Varanasi,wind_speed,1,gem,0.20495
Varanasi,wind_speed,1,gfs,0.154544
Varanasi,wind_speed,1,icon,0.335195
Varanasi,wind_speed,2,ecmwf,0.325967
Varanasi,wind_speed,2,gem,0.213906
Varanasi,wind_speed,2,gfs,0.145629
Varanasi,wind_speed,2,icon,0.314498
Varanasi,wind_speed,3,ecmwf,0.30963
Varanasi,wind_speed,3,gem,0.223096
Varanasi,wind_speed,3,gfs,0.157403
Varanasi,wind_speed,3,icon,0.309871
Vijayawada,rainfall,1,ecmwf,0.225352
Vijayawada,rainfall,1,gem,0.221533
Vijayawada,rainfall,1,gfs,0.287174
Vijayawada,rainfall,1,icon,0.265941
Vijayawada,rainfall,2,ecmwf,0.215565
Vijayawada,rainfall,2,gem,0.237462
Vijayawada,rainfall,2,gfs,0.274589
Vijayawada,rainfall,2,icon,0.272384
Vijayawada,rainfall,3,ecmwf,0.24331
Vijayawada,rainfall,3,gem,0.222371
Vijayawada,rainfall,3,gfs,0.266881
Vijayawada,rainfall,3,icon,0.267438
Vijayawada,temperature,1,ecmwf,0.272314
Vijayawada,temperature,1,gem,0.201326
Vijayawada,temperature,1,gfs,0.238482
Vijayawada,temperature,1,icon,0.287879
Vijayawada,temperature,2,ecmwf,0.287438
Vijayawada,temperature,2,gem,0.192954
Vijayawada,temperature,2,gfs,0.244504
Vijayawada,temperature,2,icon,0.275105
Vijayawada,temperature,3,ecmwf,0.285579
Vijayawada,temperature,3,gem,0.198237
Vijayawada,temperature,3,gfs,0.243082
Vijayawada,temperature,3,icon,0.273102
Vijayawada,wind_speed,1,ecmwf,0.375539
Vijayawada,wind_speed,1,gem,0.241375
Vijayawada,wind_speed,1,gfs,0.191581
Vijayawada,wind_speed,1,icon,0.191505
Vijayawada,wind_speed,2,ecmwf,0.34223
Vijayawada,wind_speed,2,gem,0.261443
Vijayawada,wind_speed,2,gfs,0.194456
Vijayawada,wind_speed,2,icon,0.201871
Vijayawada,wind_speed,3,ecmwf,0.334932
Vijayawada,wind_speed,3,gem,0.246935
Vijayawada,wind_speed,3,gfs,0.209208
Vijayawada,wind_speed,3,icon,0.208925
Visakhapatnam,rainfall,1,ecmwf,0.262955
Visakhapatnam,rainfall,1,gem,0.25
Visakhapatnam,rainfall,1,gfs,0.244961
Visakhapatnam,rainfall,1,icon,0.242083
Visakhapatnam,rainfall,2,ecmwf,0.251422
Visakhapatnam,rainfall,2,gem,0.248756
Visakhapatnam,rainfall,2,gfs,0.248053
Visakhapatnam,rainfall,2,icon,0.251769
Visakhapatnam,rainfall,3,ecmwf,0.249073
Visakhapatnam,rainfall,3,gem,0.243491
Visakhapatnam,rainfall,3,gfs,0.255461
Visakhapatnam,rainfall,3,icon,0.251975
Visakhapatnam,temperature,1,ecmwf,0.330096
Visakhapatnam,temperature,1,gem,0.231537
Visakhapatnam,temperature,1,gfs,0.190916
Visakhapatnam,temperature,1,icon,0.247451
Visakhapatnam,temperature,2,ecmwf,0.310388
Visakhapatnam,temperature,2,gem,0.234464
Visakhapatnam,temperature,2,gfs,0.213077
Visakhapatnam,temperature,2,icon,0.24207
Visakhapatnam,temperature,3,ecmwf,0.289879
Visakhapatnam,temperature,3,gem,0.251834
Visakhapatnam,temperature,3,gfs,0.22293
Visakhapatnam,temperature,3,icon,0.235357
Visakhapatnam,wind_speed,1,ecmwf,0.373336
Visakhapatnam,wind_speed,1,gem,0.151821
Visakhapatnam,wind_speed,1,gfs,0.160251
Visakhapatnam,wind_speed,1,icon,0.314591
Visakhapatnam,wind_speed,2,ecmwf,0.354942
Visakhapatnam,wind_speed,2,gem,0.15061
Visakhapatnam,wind_speed,2,gfs,0.178212
Visakhapatnam,wind_speed,2,icon,0.316236
Visakhapatnam,wind_speed,3,ecmwf,0.35968
Visakhapatnam,wind_speed,3,gem,0.149409
Visakhapatnam,wind_speed,3,gfs,0.183425
Visakhapatnam,wind_speed,3,icon,0.307486
