city,datetime,split,temperature_ecmwf,temperature_gfs,temperature_icon,temperature_gem,rainfall_ecmwf,rainfall_gfs,rainfall_icon,rainfall_gem,wind_speed_ecmwf,wind_speed_gfs,wind_speed_icon,wind_speed_gem,actual_temperature,actual_rainfall,actual_wind,blend_temperature,blend_rainfall,blend_wind_speed
Jabalpur,2026-08-31 20:00:00,test,25.3,23.8,25.9,23.8,0.0,0.0,0.0,0.1,8.3,11.6,3.2,1.8,25.4,0.0,7.6,24.923151323151323,0.015424715424715425,6.631392299999999
Jabalpur,2026-08-31 21:00:00,test,25.1,23.6,25.6,23.9,0.0,0.0,0.0,0.0,8.4,10.9,3.8,1.4,24.8,0.0,6.5,24.749552549552554,0.0,6.603864699999999
Jabalpur,2026-08-31 22:00:00,test,24.9,23.5,25.3,24.0,0.0,0.0,0.5,0.0,9.4,9.7,5.2,6.5,24.4,0.0,6.4,24.593737693737694,0.09275059275059275,8.059897099999999
Jabalpur,2026-08-31 23:00:00,test,24.7,23.4,25.1,23.9,0.0,0.0,0.0,0.0,10.1,10.1,5.9,9.7,24.6,0.0,9.2,24.427627427627428,0.0,9.167601999999997
Jabalpur,2026-09-01 00:00:00,test,24.5,23.3,24.8,23.7,0.0,0.0,0.0,0.0,10.1,10.9,6.9,9.4,24.3,0.0,10.6,24.223495123495123,0.0,9.454863799999998
Jabalpur,2026-09-01 01:00:00,test,24.3,23.1,24.6,23.4,0.0,0.0,0.1,0.0,10.1,12.4,6.1,9.7,24.3,0.0,10.8,24.00738930738931,0.01855011855011855,9.604945699999998
Jabalpur,2026-09-01 02:00:00,test,24.1,22.9,24.4,23.3,0.0,0.0,1.6,0.0,10.1,12.4,5.4,11.5,23.9,0.0,10.4,23.82349512349512,0.2968018968018968,9.792575899999997
Jabalpur,2026-09-01 03:00:00,test,23.9,22.6,24.1,23.3,0.0,0.0,1.2,0.0,10.5,13.4,6.6,12.2,23.8,0.0,10.8,23.616006616006615,0.2226014226014226,10.514724299999997
Jabalpur,2026-09-01 04:00:00,test,23.7,22.4,24.0,23.2,0.0,0.0,0.6,0.0,11.3,13.7,6.9,11.5,23.5,0.0,11.2,23.454028654028654,0.1113007113007113,10.850642799999997
Jabalpur,2026-09-01 05:00:00,test,23.6,22.2,24.1,23.2,0.0,0.0,0.1,0.0,11.6,11.6,6.8,7.9,23.3,0.0,12.8,23.396182996183,0.01855011855011855,9.938475399999998
Jabalpur,2026-09-01 06:00:00,test,23.8,22.3,24.0,23.2,0.1,0.0,0.0,0.0,11.5,9.6,7.6,9.0,23.5,0.1,14.4,23.48043878043878,0.03862143862143863,9.915545499999997
Jabalpur,2026-09-01 07:00:00,test,24.2,22.5,24.2,23.4,0.1,0.1,0.0,0.0,11.5,9.1,7.8,9.7,23.9,0.1,13.9,23.768826868826867,0.06602516602516603,9.998897799999998
Jabalpur,2026-09-01 08:00:00,test,24.6,22.7,24.5,23.8,0.1,0.0,0.0,0.0,11.6,10.1,9.7,11.2,24.4,0.2,12.2,24.111342811342816,0.03862143862143863,10.879396899999998
Jabalpur,2026-09-01 09:00:00,test,24.9,23.2,24.5,24.2,0.6,0.0,0.4,0.0,11.9,11.3,10.1,13.7,24.7,0.5,14.1,24.397267797267798,0.30592910592910594,11.759262199999998
Jabalpur,2026-09-01 10:00:00,test,25.3,22.8,24.5,24.2,0.6,1.2,0.4,0.0,12.8,12.3,9.3,18.4,25.3,0.8,14.7,24.502908302908306,0.6347738347738346,13.027163099999997
Jabalpur,2026-09-01 11:00:00,test,25.7,22.7,24.7,23.3,0.6,2.0,0.2,0.0,12.9,12.3,7.2,15.8,25.6,0.7,12.6,24.56078066078066,0.8169034169034168,12.163862599999998
Jabalpur,2026-09-01 12:00:00,test,26.3,23.0,24.7,23.0,0.3,1.4,0.5,0.2,12.4,12.2,6.6,13.7,26.3,0.4,11.3,24.83097923097923,0.623116523116523,11.418333999999996
Jabalpur,2026-09-01 13:00:00,test,26.8,23.4,24.8,22.8,0.3,1.3,0.4,0.6,11.3,12.5,6.1,14.8,27.0,0.3,10.3,25.112789712789716,0.6388615388615388,11.0866318
Jabalpur,2026-09-01 14:00:00,test,27.0,23.6,25.1,22.9,0.3,2.1,0.0,1.3,10.3,12.6,6.8,15.5,27.3,0.4,10.3,25.318600118600123,0.8918638918638919,10.936284299999997
Jabalpur,2026-09-01 15:00:00,test,26.6,23.4,25.3,23.3,0.6,1.4,0.0,1.6,9.7,12.4,4.7,14.8,25.3,1.1,10.5,25.214511814511816,0.8621762621762621,10.080107499999999
Jabalpur,2026-09-01 16:00:00,test,25.7,23.4,25.3,23.4,0.6,0.9,0.0,1.2,9.2,13.5,3.6,12.6,25.1,0.9,6.2,24.832871232871234,0.6634587634587634,9.420793699999997
Jabalpur,2026-09-01 17:00:00,test,25.0,23.4,26.2,25.5,0.6,0.6,0.1,1.2,8.9,14.0,3.6,8.6,24.9,0.9,9.1,25.05898105898106,0.5997976997976998,8.640102499999998
Jabalpur,2026-09-01 18:00:00,test,24.6,23.2,25.6,24.7,0.5,0.8,0.0,0.0,8.1,13.6,4.6,10.8,24.6,0.1,9.8,24.586293186293187,0.41233701233701237,8.828443699999998
Jabalpur,2026-09-01 19:00:00,test,24.3,23.1,25.3,24.4,0.5,1.6,0.0,0.0,7.7,12.7,7.3,11.9,23.9,2.1,6.3,24.321861021861025,0.6315668315668316,9.251852999999999
Jabalpur,2026-09-01 20:00:00,test,24.1,23.1,25.0,24.4,0.5,1.7,0.0,0.0,7.3,13.0,8.0,14.8,24.0,0.9,6.2,24.16772426772427,0.6589705589705589,9.803885499999998
Jabalpur,2026-09-01 21:00:00,test,24.1,23.1,24.5,24.5,0.4,0.5,0.0,0.0,7.9,14.4,7.0,9.4,24.1,0.4,9.0,24.074248974248977,0.29150439150439156,9.111986299999998
Jabalpur,2026-09-01 22:00:00,test,24.2,23.1,24.2,24.4,0.4,0.1,0.0,0.0,9.0,15.1,6.1,7.2,24.0,0.5,9.5,24.03658853658854,0.18188948188948192,9.127615699999998
Jabalpur,2026-09-01 23:00:00,test,24.2,22.8,24.3,24.1,0.4,1.6,0.5,0.0,10.1,12.4,5.5,10.1,23.8,0.3,10.6,23.956835556835557,0.6856959856959857,9.555753299999997
Jabalpur,2026-09-02 00:00:00,test,24.0,22.5,24.0,23.9,0.6,5.1,0.5,0.2,10.8,13.0,6.8,10.8,23.7,0.5,11.4,23.717135417135417,1.7529187529187529,10.361215399999999
Jabalpur,2026-09-02 01:00:00,test,23.7,22.5,24.0,23.5,0.6,3.5,0.0,0.9,11.2,14.8,6.5,13.3,23.4,0.5,11.2,23.520130020130022,1.3296815296815296,11.245289199999997
Jabalpur,2026-09-02 02:00:00,test,23.4,22.5,23.7,23.1,0.6,0.2,0.7,1.4,11.5,16.6,6.5,16.2,23.3,0.5,11.7,23.25737595737596,0.6323329323329323,12.220281899999998
Jabalpur,2026-09-02 03:00:00,test,23.4,22.6,23.7,23.0,2.5,1.2,2.7,1.9,12.2,17.7,6.2,18.7,23.3,0.9,12.7,23.25905405905406,2.0883034883034886,13.115509499999996
Jabalpur,2026-09-02 04:00:00,test,23.4,22.6,23.7,22.8,2.5,2.4,1.5,1.9,13.0,18.8,8.5,17.6,23.2,1.9,12.8,23.226842426842428,2.1945467945467945,13.924811199999997
Jabalpur,2026-09-02 05:00:00,test,23.4,22.4,23.9,23.5,2.5,0.4,0.1,1.3,13.3,17.7,10.0,17.3,23.4,3.7,13.9,23.347847747847748,1.294222294222294,14.118635399999999
Jabalpur,2026-09-02 06:00:00,test,23.4,22.3,23.8,23.2,2.1,0.8,0.3,0.0,13.0,17.6,10.2,17.3,23.4,2.0,14.0,23.259830159830162,1.085930385930386,14.010487599999998
Jabalpur,2026-09-02 07:00:00,test,23.4,22.2,23.9,23.7,2.1,1.2,0.0,0.0,12.0,18.4,10.8,17.6,23.4,2.8,13.6,23.344491544491543,1.13989493989494,13.886840799999998
Jabalpur,2026-09-02 08:00:00,test,23.5,22.1,24.1,24.0,2.1,0.5,0.1,0.0,12.1,17.7,12.3,20.5,23.6,2.9,13.0,23.46305156305156,0.9666189666189667,14.649789199999997
Jabalpur,2026-09-02 09:00:00,test,23.8,22.2,24.2,24.4,0.4,0.1,0.1,0.0,13.4,16.7,11.9,23.4,23.9,0.8,13.4,23.6997570997571,0.20043960043960046,15.499724099999996
Jabalpur,2026-09-02 10:00:00,test,24.1,22.2,24.0,24.7,0.4,0.1,0.8,0.0,15.2,15.1,13.0,23.0,24.3,0.4,16.2,23.83682423682424,0.3302904302904303,16.166242499999996
Jabalpur,2026-09-02 11:00:00,test,24.4,22.7,24.6,25.0,0.4,0.1,1.4,0.0,16.6,16.1,12.7,22.0,24.2,0.3,18.0,24.23814073814074,0.44159114159114166,16.708610699999998
Jabalpur,2026-09-02 12:00:00,test,24.7,22.8,24.5,25.7,0.8,0.0,0.5,0.0,16.9,17.4,13.0,21.2,24.6,0.6,17.9,24.47933127933128,0.40172210172210177,16.978835099999998
Jabalpur,2026-09-02 13:00:00,test,24.9,22.8,24.2,27.2,0.8,0.0,1.5,0.0,16.6,17.7,11.2,22.0,24.8,0.7,18.6,24.743557943557946,0.5872232872232873,16.677650899999996
Jabalpur,2026-09-02 14:00:00,test,25.1,22.7,24.4,27.7,0.8,0.0,1.1,0.0,16.6,18.1,9.4,24.1,25.0,0.7,16.8,24.938523638523638,0.5130228130228132,16.7644099
Jabalpur,2026-09-02 15:00:00,test,25.0,22.6,24.6,27.1,0.7,0.0,0.5,0.1,16.6,17.1,10.2,23.8,24.6,1.0,16.3,24.823743223743225,0.37852537852537854,16.700511499999998
Jabalpur,2026-09-02 16:00:00,test,24.8,22.5,24.5,25.8,0.7,0.0,0.3,0.9,16.6,17.2,11.2,18.4,24.5,0.6,16.1,24.48627938627939,0.46482286482286483,15.929909799999997
Jabalpur,2026-09-02 17:00:00,test,24.6,22.8,24.7,23.8,0.7,0.0,0.1,5.6,16.9,15.8,10.9,15.8,24.6,0.7,16.2,24.172959172959175,1.1526842526842527,15.281265699999997
Jabalpur,2026-09-02 18:00:00,test,24.4,22.7,24.5,23.7,2.2,0.0,0.1,2.6,18.0,16.1,11.6,15.5,24.3,0.8,14.2,24.006848906848905,1.2692643692643695,15.904300499999998
Jabalpur,2026-09-02 19:00:00,test,24.1,22.8,24.1,23.5,2.2,0.1,0.2,1.5,19.1,15.7,11.0,17.6,24.0,2.3,15.8,23.772174172174175,1.1455463455463457,16.5818694
Jabalpur,2026-09-02 20:00:00,test,23.9,22.8,23.9,23.5,2.2,0.1,1.5,0.8,19.9,16.7,11.6,21.6,23.8,3.6,21.0,23.639953639953642,1.278724878724879,17.963494399999995
Jabalpur,2026-09-02 21:00:00,test,23.8,22.8,23.8,23.5,1.8,0.2,0.7,0.5,19.1,17.7,10.2,22.0,23.6,3.6,19.4,23.573843373843378,0.9569677569677569,17.571575399999997
Jabalpur,2026-09-02 22:00:00,test,23.7,22.7,23.8,23.5,1.8,0.2,0.4,0.2,17.7,18.6,7.6,20.5,23.5,2.5,16.9,23.511865411865415,0.855043255043255,16.304245299999998
Jabalpur,2026-09-02 23:00:00,test,23.6,22.7,23.7,23.3,1.8,0.1,0.2,1.4,16.9,18.2,9.5,18.4,23.6,1.4,17.1,23.413543513543516,0.9756358756358757,15.886440899999997
Jabalpur,2026-09-03 00:00:00,test,23.5,22.5,23.6,23.2,1.8,0.0,5.7,1.5,16.9,17.7,10.8,15.1,23.4,1.7,17.1,23.2957595957596,1.9839133839133838,15.459676999999996
Jabalpur,2026-09-03 01:00:00,test,23.3,22.5,23.6,23.1,1.8,0.0,8.6,2.5,17.6,16.8,11.2,18.4,23.3,1.6,16.4,23.191265691265695,2.676113976113976,16.300331999999997
Jabalpur,2026-09-03 02:00:00,test,23.2,22.5,23.6,23.0,1.8,0.0,3.0,3.6,18.0,18.1,12.6,17.3,23.2,1.9,17.8,23.13096583096583,1.8069792069792072,16.7843113
Jabalpur,2026-09-03 03:00:00,test,23.1,22.6,23.6,22.9,1.6,0.0,1.3,3.1,17.7,18.4,12.6,16.9,23.2,1.0,18.4,23.088449888449894,1.3372607372607375,16.630704299999994
Jabalpur,2026-09-03 04:00:00,test,22.9,22.6,23.6,22.8,1.6,0.0,5.2,1.8,17.0,18.0,13.0,19.1,22.9,1.2,18.0,22.983955983955983,1.8601940601940603,16.740283599999998
Jabalpur,2026-09-03 05:00:00,test,22.8,22.5,23.5,22.9,1.6,0.0,4.6,0.7,16.7,17.1,12.6,21.6,22.7,1.6,17.1,22.91616761616762,1.5792214792214794,16.830958399999997
Jabalpur,2026-09-03 06:00:00,test,22.7,22.5,23.6,22.5,1.0,0.0,2.8,0.4,16.6,15.6,13.0,22.7,22.5,0.9,17.3,22.829466529466533,0.9673165673165675,16.812412799999997
Jabalpur,2026-09-03 07:00:00,test,22.5,22.6,23.7,22.5,1.0,0.0,1.4,0.6,16.3,15.3,13.7,22.7,22.5,0.8,17.5,22.780778580778584,0.7384643384643386,16.772040599999997
Jabalpur,2026-09-03 08:00:00,test,22.6,22.7,23.7,22.5,1.0,0.0,0.9,0.3,17.0,17.5,14.4,22.3,22.5,2.5,16.9,22.842756542756543,0.5994395994395995,17.528448499999996
Jabalpur,2026-09-03 09:00:00,test,23.0,22.7,23.7,23.0,0.5,0.0,0.2,0.1,18.5,17.6,13.8,23.8,22.7,1.0,19.4,23.100061800061802,0.24563214563214567,18.3576889
Jabalpur,2026-09-03 10:00:00,test,23.6,22.9,23.9,23.3,0.5,0.0,0.3,0.2,20.4,17.9,14.8,24.5,23.3,0.5,18.6,23.492943792943795,0.2796069796069796,19.577334299999997
Jabalpur,2026-09-03 11:00:00,test,24.1,22.8,24.4,23.8,0.5,0.0,0.0,0.1,21.9,18.7,14.2,23.4,23.6,1.3,20.3,23.886240286240287,0.20853190853190856,20.049439999999997
Jabalpur,2026-09-03 12:00:00,test,24.2,23.3,24.2,24.7,3.5,0.0,0.0,0.1,22.3,21.0,13.5,23.4,24.1,0.6,19.5,24.12047382047382,1.3671750671750673,20.4784831
Jabalpur,2026-09-03 13:00:00,test,24.1,23.8,24.1,25.1,3.5,0.0,0.2,0.1,22.1,22.5,12.8,24.1,24.3,2.2,17.2,24.20770640770641,1.4042753042753044,20.634647399999995
Jabalpur,2026-09-03 14:00:00,test,24.0,24.3,24.1,24.8,3.5,0.0,0.0,0.4,21.6,23.2,12.8,23.0,24.3,3.5,20.7,24.204114504114504,1.4134492134492136,20.333477199999994
Jabalpur,2026-09-03 15:00:00,test,24.0,23.5,24.1,24.7,5.2,0.0,0.1,0.5,20.6,21.0,12.6,21.2,23.9,4.9,19.4,24.045737345737347,2.1039885039885045,19.1432224
Jabalpur,2026-09-03 16:00:00,test,23.9,23.1,23.8,24.4,5.2,0.0,0.3,0.1,19.6,21.0,14.1,19.4,23.6,3.9,18.4,23.816341516341517,2.07938987938988,18.679821599999997
Jabalpur,2026-09-03 17:00:00,test,23.8,23.0,23.7,23.7,5.2,0.0,0.3,0.0,18.4,19.9,13.3,20.5,23.8,2.8,18.1,23.619706619706623,2.0639651639651646,18.001519299999995
Jabalpur,2026-09-03 18:00:00,test,23.6,22.7,23.5,23.0,0.7,0.1,0.9,0.9,17.0,19.3,12.6,21.2,23.5,1.2,14.7,23.32139362139362,0.6035273035273035,17.2684701
Jabalpur,2026-09-03 19:00:00,test,23.5,22.6,23.5,23.1,0.7,0.1,0.0,1.0,15.6,17.6,12.9,19.4,23.4,0.4,14.2,23.275521475521476,0.45200095200095197,16.090900199999997
Jabalpur,2026-09-03 20:00:00,test,23.3,22.7,23.4,23.4,0.7,0.1,0.0,0.2,15.0,16.9,11.4,18.0,23.2,0.2,14.7,23.231318531318532,0.3286032286032286,15.142602499999995
Jabalpur,2026-09-03 21:00:00,test,23.3,22.8,23.3,23.2,0.2,0.1,0.4,0.0,15.3,17.3,11.0,16.9,23.2,0.7,14.5,23.194974594974596,0.17884707884707884,15.0594182
Jabalpur,2026-09-03 22:00:00,test,23.3,22.7,23.0,22.9,0.2,0.2,0.3,0.0,15.7,16.9,10.9,16.6,23.1,0.3,14.1,23.063124563124568,0.1877006877006877,15.090639399999999
Jabalpur,2026-09-03 23:00:00,test,23.2,22.5,23.1,22.6,0.2,0.9,0.9,0.1,16.3,14.9,10.3,16.9,23.2,0.3,16.1,22.95696145696146,0.5062522062522063,14.941957799999997
Jabalpur,2026-09-04 00:00:00,test,23.2,22.4,23.1,22.3,0.6,0.3,0.0,0.3,16.1,12.9,9.5,17.3,23.1,0.4,15.3,22.89086009086009,0.36021396021396024,14.419257999999997
Jabalpur,2026-09-04 01:00:00,test,23.1,22.3,23.1,22.2,0.6,0.3,0.1,0.4,16.1,11.8,9.0,18.0,23.0,0.3,15.5,22.812776312776315,0.3941887941887942,14.256041499999998
Jabalpur,2026-09-04 02:00:00,test,22.9,22.4,23.2,22.3,0.6,0.1,0.2,0.2,15.9,12.0,8.7,17.6,23.0,0.4,15.4,22.78019418019418,0.32708202708202705,14.067785299999997
Jabalpur,2026-09-04 03:00:00,test,22.6,22.4,23.2,22.4,0.6,0.0,0.0,0.4,16.8,11.6,8.3,16.9,22.8,0.3,15.1,22.663717863717864,0.2934274934274934,14.183835199999997
Jabalpur,2026-09-04 04:00:00,test,22.2,22.5,23.3,22.7,0.6,0.1,0.0,0.3,17.6,10.5,7.2,20.2,22.7,0.1,15.7,22.574959274959276,0.3054065054065054,14.727206699999996
Jabalpur,2026-09-04 05:00:00,test,22.1,22.6,23.5,22.8,0.6,0.3,0.0,0.1,18.0,11.1,8.2,24.1,22.0,0.1,16.7,22.608487408487413,0.32936452936452937,15.927559899999999
Jabalpur,2026-09-04 06:00:00,test,22.5,22.6,23.7,22.6,0.2,0.0,0.0,0.2,17.4,11.9,8.2,22.7,21.9,0.4,15.7,22.7968843968844,0.1080923080923081,15.544559699999997
Jabalpur,2026-09-04 07:00:00,test,23.2,22.7,24.1,22.9,0.2,0.2,0.0,0.1,16.2,11.9,7.9,23.0,22.9,0.2,13.4,23.26000896000896,0.1474750474750475,15.011097299999996
Jabalpur,2026-09-04 08:00:00,test,23.7,22.8,24.5,23.5,0.2,0.1,0.0,0.0,15.3,11.4,9.4,22.7,24.2,0.1,17.9,23.683062883062885,0.10464660464660466,14.781098899999996
Jabalpur,2026-09-04 09:00:00,test,23.9,22.9,25.3,24.3,0.3,0.0,0.0,0.0,15.3,11.8,13.4,23.8,24.3,0.1,14.9,24.093411193411193,0.11586431586431586,15.870180299999998
Jabalpur,2026-09-04 10:00:00,test,24.0,22.9,26.2,24.8,0.3,0.0,0.0,0.0,16.1,12.8,15.6,23.4,24.7,0.2,17.5,24.415380315380318,0.11586431586431586,16.770431699999996
Jabalpur,2026-09-04 11:00:00,test,24.3,23.4,25.9,25.1,0.3,0.1,0.0,0.0,16.6,15.0,10.8,22.0,24.5,0.5,15.3,24.61945081945082,0.14326804326804327,16.130460799999998
Jabalpur,2026-09-04 12:00:00,test,25.0,23.4,26.5,24.9,0.2,0.0,0.0,0.1,17.1,18.4,10.8,21.2,25.0,0.2,13.3,25.02809482809483,0.09266759266759268,16.789180299999998
Jabalpur,2026-09-04 13:00:00,test,25.9,23.3,26.6,24.9,0.2,0.0,0.0,0.1,17.6,16.6,10.7,20.5,26.4,0.2,16.5,25.42997352997353,0.09266759266759268,16.549518199999998
Jabalpur,2026-09-04 14:00:00,test,26.4,23.7,26.2,25.6,0.2,0.0,0.1,0.0,18.1,16.2,10.0,20.5,26.5,0.2,17.4,25.74715524715525,0.09579299579299581,16.557107299999995
Jabalpur,2026-09-04 15:00:00,test,26.3,24.8,26.0,25.8,0.1,0.1,0.0,0.0,18.3,21.5,10.2,20.2,27.1,0.1,18.0,25.886963486963488,0.06602516602516603,17.544295999999996
Jabalpur,2026-09-04 16:00:00,test,25.8,24.0,25.6,25.3,0.1,0.1,0.0,0.1,18.4,19.7,9.4,19.4,26.3,0.2,17.9,25.355527955527954,0.08144988144988145,16.967361099999998
Jabalpur,2026-09-04 17:00:00,test,25.3,23.4,25.5,24.9,0.1,0.0,0.0,0.2,18.1,18.2,8.9,19.8,25.4,0.1,16.4,24.941514741514744,0.06947086947086947,16.5482573
Jabalpur,2026-09-04 18:00:00,test,25.0,23.1,25.1,24.3,0.0,0.0,0.0,0.0,17.1,16.9,8.4,17.6,25.1,0.0,15.2,24.571281071281074,0.0,15.378276999999997
Jabalpur,2026-09-04 19:00:00,test,24.7,23.0,24.8,24.0,0.0,0.0,0.0,0.0,15.8,16.1,6.4,16.2,24.7,0.0,13.7,24.306848906848906,0.0,14.002935299999997
Jabalpur,2026-09-04 20:00:00,test,24.4,22.9,24.6,24.0,0.0,0.0,0.0,0.0,14.8,14.9,5.8,14.8,24.5,0.1,12.3,24.112650412650414,0.0,12.976754699999997
Jabalpur,2026-09-04 21:00:00,test,24.2,22.9,24.6,23.7,0.0,0.0,0.0,0.0,14.0,14.2,5.6,13.0,24.2,0.0,11.0,23.975944875944876,0.0,12.132924199999998
Jabalpur,2026-09-04 22:00:00,test,24.0,23.0,24.4,23.6,0.0,0.0,0.0,0.1,14.0,14.0,5.7,12.2,24.0,0.0,10.8,23.845402445402442,0.015424715424715425,11.971887799999998
Jabalpur,2026-09-04 23:00:00,test,23.8,23.0,24.3,23.6,0.0,0.1,0.0,0.1,13.8,14.6,4.6,13.3,23.9,0.0,11.6,23.735098135098134,0.04282844282844282,11.964628999999999
Jabalpur,2026-09-05 00:00:00,test,23.6,23.0,24.2,23.4,0.0,0.0,0.0,0.2,13.8,15.4,4.8,14.8,23.5,0.0,12.2,23.592582192582192,0.03084943084943085,12.4190712
Jabalpur,2026-09-05 01:00:00,test,23.3,23.0,24.1,23.1,0.0,0.0,0.0,0.1,13.8,15.2,5.3,16.2,23.3,0.0,12.9,23.38976638976639,0.015424715424715425,12.744119199999998
Jabalpur,2026-09-05 02:00:00,test,23.1,23.0,24.0,22.9,0.0,0.0,0.0,0.1,14.0,13.0,4.9,17.6,23.3,0.0,12.9,23.24725044725045,0.015424715424715425,12.628258799999998
Jabalpur,2026-09-05 03:00:00,test,22.9,23.0,23.9,22.7,0.9,0.0,0.0,0.1,14.3,12.2,5.1,17.3,23.2,0.0,13.2,23.104734504734505,0.36301766301766303,12.607945699999997
Jabalpur,2026-09-05 04:00:00,test,22.7,23.0,23.6,22.6,0.9,0.0,0.0,0.1,14.6,12.3,6.7,16.2,22.5,1.0,13.1,22.934491934491938,0.36301766301766303,12.882047299999998
Jabalpur,2026-09-05 05:00:00,test,22.7,23.0,23.5,22.3,0.9,0.0,0.0,0.3,15.0,13.2,8.0,12.2,22.5,2.3,13.7,22.86425826425826,0.3938670938670939,12.743708599999998
Jabalpur,2026-09-05 06:00:00,test,23.0,22.9,23.2,22.1,0.0,0.1,0.0,0.3,15.0,12.1,9.1,13.7,22.7,0.0,14.1,22.881096181096183,0.07367787367787368,13.054701699999997
Jabalpur,2026-09-05 07:00:00,test,23.5,23.0,23.1,22.4,0.0,0.0,0.0,0.3,14.9,12.9,9.4,15.1,23.2,0.0,13.4,23.14625154625155,0.04627414627414627,13.467280199999998
Jabalpur,2026-09-05 08:00:00,test,24.0,23.2,23.1,22.8,0.0,0.0,0.0,0.3,14.7,13.5,9.4,15.8,23.9,0.0,13.1,23.46721286721287,0.04627414627414627,13.611462799999996
Jabalpur,2026-09-05 09:00:00,test,24.3,23.3,23.6,23.5,0.3,0.1,0.0,0.2,14.8,13.3,9.4,16.2,24.1,0.4,14.4,23.83990073990074,0.1741174741174741,13.694432699999998
Jabalpur,2026-09-05 10:00:00,test,24.5,23.5,23.9,24.2,0.3,0.1,0.0,0.2,14.9,13.3,9.7,16.6,25.0,0.4,13.5,24.142346042346045,0.1741174741174741,13.873225399999999
Jabalpur,2026-09-05 11:00:00,test,24.9,24.0,24.5,24.6,0.3,0.1,0.0,0.3,15.5,10.9,10.9,18.7,25.3,0.0,16.2,24.603962403962406,0.18954218954218954,14.354472199999998
Jabalpur,2026-09-05 12:00:00,test,25.7,24.5,24.6,24.6,0.1,0.2,0.0,0.4,16.3,14.0,11.4,20.9,26.0,0.0,16.1,25.068350568350567,0.15512775512775512,15.746839299999996
Jabalpur,2026-09-05 13:00:00,test,26.5,25.2,24.4,24.5,0.1,0.5,0.0,0.5,17.2,23.6,7.3,22.0,27.4,0.0,15.3,25.486452086452086,0.25276365276365276,17.160695399999998
Jabalpur,2026-09-05 14:00:00,test,27.0,23.3,24.8,24.4,0.1,0.1,0.0,0.5,17.1,22.6,7.9,21.6,27.4,0.0,15.2,25.441086941086944,0.14314874314874315,16.993583899999997
Jabalpur,2026-09-05 15:00:00,test,27.0,23.4,25.1,24.3,0.1,0.0,0.3,0.5,14.8,19.8,9.2,18.7,27.4,0.1,15.4,25.508513708513707,0.1713953713953714,15.233333599999996
Jabalpur,2026-09-05 16:00:00,test,26.6,22.9,24.9,24.3,0.1,0.0,1.0,0.4,12.2,21.0,8.2,15.1,27.3,0.2,16.8,25.1989854989855,0.2858214858214858,13.431758999999996
Jabalpur,2026-09-05 17:00:00,test,26.1,22.8,24.8,24.5,0.1,0.0,0.3,0.2,11.0,17.4,6.4,13.0,25.9,0.1,9.5,24.970526770526774,0.12512122512122512,11.529989999999998
Jabalpur,2026-09-05 18:00:00,test,25.6,22.8,24.7,24.0,0.1,0.0,0.0,0.1,11.2,14.6,6.9,15.5,25.6,0.0,10.7,24.647111247111248,0.05404615404615405,11.696900199999998
Jabalpur,2026-09-05 19:00:00,test,25.0,22.8,24.5,23.8,0.1,0.0,0.0,0.0,12.5,11.3,6.9,15.8,25.1,0.1,12.9,24.305902905902908,0.03862143862143863,11.754398599999998
Jabalpur,2026-09-05 20:00:00,test,24.5,22.6,24.4,23.6,0.1,0.0,0.0,0.0,13.2,8.7,5.9,15.8,24.4,0.3,12.1,23.995236995236993,0.03862143862143863,11.409304699999998
Jabalpur,2026-09-05 21:00:00,test,24.2,22.2,24.2,23.6,0.0,0.0,0.2,0.0,13.3,10.5,6.2,16.6,24.2,0.0,11.5,23.74768674768675,0.0371002371002371,11.9718644
Jabalpur,2026-09-05 22:00:00,test,24.0,22.3,24.1,23.5,0.0,0.0,0.4,0.0,13.1,10.5,6.1,16.2,23.8,0.0,10.8,23.63906053906054,0.0742004742004742,11.790034399999998
Jabalpur,2026-09-05 23:00:00,test,23.7,22.2,23.9,23.5,0.0,0.0,0.0,0.0,12.6,9.3,3.7,15.1,23.7,0.0,11.7,23.444862044862045,0.0,10.670571699999998
Jabalpur,2026-09-06 00:00:00,test,23.4,22.2,23.8,23.5,0.0,0.0,0.0,0.1,11.8,10.1,4.0,15.8,23.4,0.0,10.5,23.29036369036369,0.015424715424715425,10.6469557
Jabalpur,2026-09-06 01:00:00,test,23.2,22.4,23.8,23.2,0.0,0.0,0.0,0.2,10.7,10.8,4.0,15.8,23.1,0.0,9.4,23.189225989225992,0.03084943084943085,10.284306699999998
Jabalpur,2026-09-06 02:00:00,test,23.0,22.5,23.8,23.2,0.0,0.0,0.0,0.0,10.0,10.8,4.5,14.8,23.0,0.0,9.0,23.118621818621822,0.0,9.8952314
Jabalpur,2026-09-06 03:00:00,test,22.8,22.1,23.8,23.0,0.0,0.0,0.0,0.0,9.7,10.3,4.8,14.8,22.9,0.0,9.4,22.926886426886426,0.0,9.738586599999998
Jabalpur,2026-09-06 04:00:00,test,22.7,22.3,23.8,22.9,0.0,0.0,0.0,0.0,10.2,9.8,5.2,14.0,22.7,0.0,10.2,22.9021544021544,0.0,9.806873999999997
Jabalpur,2026-09-06 05:00:00,test,22.9,22.5,23.9,23.1,0.0,0.0,0.0,0.0,10.9,10.2,4.8,12.6,22.9,0.0,10.2,23.08023818023818,0.0,9.8443075
